filename,title,description,feature,topic,role,level
./help/c-target/c-audiences/c-target-rules/network.md,Can I Target Visitors Based on Network Options?,"Learn how to create audiences in Adobe Target based on network details such as ISP, Domain Name, and Connection Speed.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/mobile.md,Can I Target Visitors Based on Mobile Options?,"Learn how to create audiences in Adobe Target to target mobile devices based on parameters such as mobile device, type of device, device vendor, screen dimensions (by pixels), and more.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/operating-system.md,Can I Target Visitors Based on Operating System?,"Learn how to target visitors who use a certain operating system (Linux, Macintosh, or Windows).",Audiences,,,
./help/c-target/c-audiences/c-target-rules/site-pages.md,Can I Target Visitors Based on Site Pages?,Learn how to target visitors using Adobe Target who are on a specific page on your site.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/target-library.md,Can I Target Visitors Based on Pre-built Targeting Rules?,Learn about targeting visitors using pre-built legacy audiences. Best practice is to use the newer audience categories for improved performance.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/time-frame.md,Can I Target Visitors Who Visit My Site at Specific Times?,Learn how to use start/end dates and times to target users who visit your site during a specific time frame. You can also set Week and Day Parting options.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/traffic-sources.md,Can I Target Visitors Based on Search Engine or Referring Site?,Learn how to create audiences in Adobe Target to target visitors based on the search engine or landing page that refers them to your site.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/visitor-profile.md,Can I Target Visitors Who Meet Specific Profile Parameters?,"Learn how to create audiences in Adobe Target to target visitors who meet specific profile parameters such as new or returning visitor, category affinity, and more.",Audiences,,,
./help/c-target/c-audiences/creating-a-profile-attribute-comparison-audience.md,Can I Compare Two Profile Attributes for Use in Audiences?,Learn how to define an audience to compare two profile attributes for your Target Audience library or in an activity-only audience.,Audiences,,,
./help/c-target/combining-multiple-audiences.md,Can I Combine Multiple Audiences to Create a New Audience?,Learn how to combine multiple audiences (including Adobe Experience Cloud audiences and Target audiences) on the fly to create ad hoc audiences.,Audiences,,,
./help/c-target/creating-activity-only-audience.md,Can I Create an Audience to Use Only Once?,Learn how to create activity-only audiences in Adobe Target that are for one-time use in the current activity and not stored in the Audiences Library.,Audiences,,,
./help/c-target/managing-audience-filters.md,Can I Use Audience Filters for Reporting?,Learn how to use audience filters in Adobe Target to view data from groups of visitors who share a specific characteristic or set of characteristics.,Audiences,,,
./help/c-target/apply-reporting-audience-success-metric.md,Can I Apply a Reporting Audience To A Success Metric?,Learn how to choose a success metric in Adobe Target that qualifies the user for the reporting audience.,Success Metrics,,,
./help/c-target/c-visitor-profile/visitor-profile.md,What Are Visitor Profiles?,Learn more about visitor profiles that contain information about how your visitors use your pages and other optimized content locations.,Audiences,,,
./help/c-target/c-visitor-profile/visitor-profile-lifetime.md,What Is the Visitor Profile Lifetime and Can I Extend It?,"Learn more about when a visitor profile expires (by default, 14 days) in Adobe Target. The profile lifetime can be extended by contacting Adobe Client Care.",Audiences,,,
./help/c-target/c-visitor-profile/profile-parameters.md,What Are Profile Attributes?,Learn about visitor-specific attributes that are stored in the visitor's profile to provide information about that can be used in your Adobe Target activities.,Audiences,,,
help/c-target/c-visitor-profile/use-profile-scripts-to-test-mutually-exclusive-activities.md,Can I Use Profile Scripts to Test Mutually Exclusive Activities?,Learn how to use profile attributes to set up tests in Adobe Target that compare multiple activities but do not let the same visitors participate in each activity.,Audiences,,,
./help/c-target/c-visitor-profile/category-affinity.md,What Is Category Affinity?,Learn about category affinity in Adobe Target that automatically captures categories a user visits and then calculates the user's affinity for the category so it can be targeted and segmented on.,Audiences,,,
./help/c-target/c-visitor-profile/working-with-customer-attributes.md,What Are Customer Attributes and How Do I Use Them?,Learn how to use enterprise customer data from a customer relationship management (CRM) database for content targeting in Adobe Target.,Audiences,,,
./help/c-target/c-visitor-profile/3rd-party-id.md,How Do I Use Real-Time Profile Syncing for mbox3rdPartyId?,"Learn how to use the mbox3rdPartyId, which is your organization's visitor ID, such as membership ID or your organization's loyalty program.",Audiences,,,
./help/c-target/c-visitor-profile/variables-profiles-parameters-methods.md,"Which Profiles, Variables, and Parameters Are Used in Target?","View a list of various profiles, variables, and parameters that are useful in profile scripts in Adobe Target.",Audiences,,,
./help/c-target/c-troubleshooting-targets-and-audiences/troubleshooting-targets-and-audiences.md,Where Can I Find Questions and Answers about Targets and Audiences?,View frequently asked questions (FAQs) about experience targeting and audiences used in Adobe Target activities.,Audiences,,,
./help/c-target/c-troubleshooting-targets-and-audiences/a4t-faq-sharing-metrics-audiences-reports.md,"Can I Share Metrics, Audiences, and Reports  Using A4T?","Read answers to questions that are frequently asked about sharing metrics, audiences, and reports when using Analytics for Target (A4T).",Analytics for Target (A4T),,,
./help/c-experiences/experiences.md,Which Experience Composers Does Target Offer?,"Learn more about the Adobe Experience Composers: Visual Experience Composer (VEC), Form-Based Experience Composer, and the Single Page Visual Experience Composer.",Experiences and Offers,,,
./help/c-experiences/c-visual-experience-composer/visual-experience-composer.md,How Do I Use the Visual Experience Composer (VEC)?,Learn the basics of using the Visual Experience Composer (VEC) in Adobe Target. The VEC is a WYSIWYG editor that lets you easily create personalized experiences.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/viztarget-options.md,How Do I Use the Visual Experience Composer (VEC) Options?,Explore the options available in Adobe Target's Visual Experience Composer (VEC). Simply click an element to see which options are available for that element.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/temtest.md,Can I Include the Same Experience on Similar Pages?,Learn how to use the Adobe Target Visual Experience Composer (VEC) to include the same experience on multiple pages that are similarly structured or contain the same template elements.,Experiences and Offers,,,
./help/c-experiences/c-visual-experience-composer/multipage-activity.md,How Do I Create a Multipage Activity?,"Learn how to create a multipage activity in Adobe Target lets you create a story over multiple pages, with a design that is specific to each page.",Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/activity-collisions.md,How Can I Avoid Activity Collisions?,Collisions occur when multiple activities are set up to deliver content to the same page. Learn how to avoid collisions when using Adobe Target.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/c-vec-code-editor/vec-code-editor.md,What Modifications Can I Make to My Page?,"Learn how to use the Modifications panel in Adobe Target to view page modifications and to add additional modifications (CSS Selector, Mbox, and Custom Code).",Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/c-vec-code-editor/experience-templates.md,Which Experience Templates Are Avaialble in Target?,"Learn how to use Experience Templates, which are pre-coded samples with configurable inputs to be used to execute common marketer use-cases in Adobe Target.",Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/vec-selectors.md,Can I Use Element Selectors in the Visual Experience Composer (VEC)?,An element selector is a CSS expression that can identify one or more elements. Learn how to use element selectors in the Adobe Target Visual Experience Composer (VEC). ,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/mobile-viewports.md,How Do I Use Mobile Viewports for Responsive Experiences?,Mobile viewports help you see how your Adobe Target activities look on screens of various sizes. Find a list of popular device viewport sizes and resolutions.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/experience-composer-best-practices.md,What Are Visual Experience Composer Best Practices and Limitations?,Learn best practices to make your experiences work as expected when using the Visual Experience Composer (VEC) in Adobe Target.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/troubleshoot-composer.md,How Do I Troubleshooti the Visual Experience Composer and Enhanced Experience Composer?,Learn how to troubleshoot problems that sometimes occur in the Visual Experience Composer (VEC) and the Enhanced Experience Composer (EEC) under certain conditions.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/issues-related-to-the-visual-experience-composer-vec-and-enhanced-experience-composer-eec.md,How Do I Troubleshoot Issues Related to the Visual Experience Composer and Enhanced Experience Composer?,Learn how to troubleshoot problems that sometimes occur in the Adobe Target Visual Experience Composer (VEC) and the Enhanced Experience Composer (EEC) under certain conditions.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/troubleshooting-issues-related-to-the-visual-experience-composer-vec.md,How Do I Troubleshoot Issues Related to the Visual Experience Composer?,Learn how to troubleshoot problems that sometimes occur in the Adobe Target Visual Experience Composer (VEC) under certain conditions.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/troubleshooting-issues-related-to-the-enhanced-experience-composer-eec.md,How Do I Troubleshoot Issues Related to the Enhanced Experience Composer?,Learn how to troubleshoot problems that sometimes occur in the Adobe Target Enhanced Experience Composer (EEC) under certain conditions.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/mixed-content.md,How Do I Enable Mixed Content in My Browser?,"Some browsers block the display of a page if secure content is mixed with insecure content. Learn how to enable mixed content in Chrome, Firefox, and Edge.",Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/vec-scenarios.md,What Are Some Common Page Modification Scenarios?,Explore common scenarios that show how changes made to your page in the Visual Experience Composer (VEC) affect Adobe Target's ability to display an experience.,Visual Experience Composer (VEC),,,
help/c-experiences/c-visual-experience-composer/r-troubleshoot-composer/vec-helper-browser-extension.md,How Do I Use the Visual Experience Composer (VEC) Helper Extension?,Discover why some websites might not open reliably in the Visual Experience Composer (VEC). The VEC Helper browser extension lets you load websites reliably within the VEC.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/redirect-offer.md,Can I Redirect a Page to a Different URL?,Learn how to use the Redirect to URL option in Adobe Target when you want to send the visitor to a different page rather than showing content on the same page.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/vec-carousels.md,How Do I Create Carousels in the Visual Experience Composer?,Learn how to create a carousel that can be edited in the Adobe Target Visual Experience Composer (VEC).,Visual Experience Composer (VEC),,,
./help/c-experiences/form-experience-composer.md,How Do I Use the Form-Based Experience Composer?,Learn how to use the Adobe Target Form-Based Experience Composer for non-visual experience creation. Use this composer when the VEC is not available or not practical to use.,Form-based Experience Composer,,,
./help/c-experiences/spa-visual-experience-composer.md,How Do I Use the Single Page App Visual Experience Composer (SPA VEC)?,Learn how to use the SPA VEC in Adobe Target to create tests and personalize content on SPAs in a do-it-yourself fashion without continuous development dependencies.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-manage-content/manage-content.md,How Do I Manage Code and Image Offers?,Learn how to manage code and image offers by using the Offers library in Adobe Target.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/create-content-folder.md,"Learn how to create folders in the Adobe Target Offers library to hold code and image offers, as well as other folders.",How do I create folders in the Offers library?,Experiences and Offers,,,
./help/c-experiences/c-manage-content/assets-upload.md,How Do I Upload Content to the Offers Library?,Learn how to upload images to use as image offers in Adobe Target.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/offer-redirect.md,How Do I Create Redirect Offers?,Learn how to create redirect offers in Adobe Target to cause a browser to redirect to a new page. ,Experiences and Offers,,,
./help/c-experiences/c-manage-content/about-remote-offers.md,How Do I Create Remote Offers?,Learn how to use remote offers in Adobe Target to host outside content (content in a CMS or other system). Discover why you might want to use remote offers.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/create-json-offer.md,How Do I Create JSON Offers?,Learn how to create JSON offers in Adobe Target for use in the Form-based Experience Composer. JSON offers are useful for SPA frameworks or server-side integrations.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/assets-working.md,How Do I Work with Content in the Offers Library?,"Learn how to manage code and image offers in the Adobe Target Offers library. Learn how to view an offer's details and how to edit, copy, move, or delete offers.",Experiences and Offers,,,
./help/c-experiences/c-manage-content/filter-and-search-content.md,How Do I Search for Content in the Offers Library?,Learn how to search for code and image offers in the Adobe Target Offers library.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/passing-profile-attributes-to-the-html-offer.md,How Do I Pass Dynamic Data into Offers?,Learn how to pass dynamic data into Adobe Target Offers. Explore business cases that show why you might want to use dynamic offers and view examples and implementation information.,Experiences and Offers,,,
./help/c-experiences/c-manage-content/aem-experience-fragments.md,How Do I Use Adobe Experience Manager (AEM) Experience Fragments?,Learn how to use AEM experience fragments in Adobe Target activities. Combine the ease-of-use and power of AEM with powerful AI and ML capabilities in Target.,Experiences and Offers,,,
./help/c-reports/reports.md,How Do I View Reports?,Learn how to use the reporting features in Adobe Target to examine the performance of your activities. Make better decisions based on your data to increase ROI.,Reports,,,
./help/c-reports/c-report-settings/report-settings.md,How Do I Configure Report Settings?,"Learn how to configure report settings in Adobe Target, including metrics, audiences, date ranges,  and more.",Reports,,,
./help/c-reports/c-report-settings/average-lift-bounds-and-confidence-interval.md,"How Do I View Average Lift, Lift Bounds, and Confidence Interval?","Learn how to interpret Adobe Target reports, that include data points and visualization representations to help you understand the lift bounds and confidence level of your activities.",Reports,,,
./help/c-reports/c-report-settings/view-multiple-metrics.md,How Do I View Multiple Metrics in a Report?,Learn how to select multiple metrics to view in a report using Adobe Target.,Reports,,,
./help/c-reports/c-report-settings/excluding-extreme-orders.md,How Do I Exclude Extreme Values in Reports?,Learn how to exclude extreme values from affecting reports in Adobe Target so a few unusual orders don't affect your activity results.,Reports,,,
./help/c-reports/auto-target-summary-report.md,How Do I Use the Auto-Target Summary Report?,Learn how to interpret the Auto-Target Summary report in Adobe Target. You can switch to the Automated Segments and Important Attributes reports from this report.,Reports,,,
./help/c-reports/reports-ap.md,How Do I Use the Automated Personalization Summary Reports?,Learn how to interpret the Automated Personalization Summary report in Adobe Target. You can switch to the Automated Segments and Important Attributes reports from this report.,Reports,,,
./help/c-reports/c-personalization-insights-reports/personalization-insights-reports.md,How Do I Use the Personalization Insights Reports?,Learn how to use the specialized reports for Automated Personalization (AP) and Auto-Target (AT) activities: Automated Segments and Important Attributes.,Reports,,,
./help/c-reports/c-personalization-insights-reports/automated-segments-report.md,What Is the Automated Segments Report?,Learn how different segments defined by Adobe Target personalization models respond to offers/experiences in the activity by viewing the Automated Segments report.,Reports,,,
./help/c-reports/c-personalization-insights-reports/important-attributes-report.md,What Is the Important Attributes Report?,Learn how to use the Important Attributes report in Adobe Target that shows the top attributes that influenced the personalization model and their relative importance.,Reports,,,
./help/c-reports/offer-reporting-groups-in-automated-personalization.md,Can I Use Offer Reporting Groups in Automated Personalization Activities?,"Learn how to use offer reporting groups in Adobe Target Automated Personalization activities. Using reporting groups, Target creates only one personalization model for each reporting group.",Reports,,,
./help/c-reports/experience-performance-report.md,How Do I Use the Experience Performance Report for Multivariate Tests?,Learn how to use the Experience Performance report for Adobe Target Experience Targeting activities that show how each experience in the activity performs.,Reports,,,
./help/c-reports/location-contribution-report.md,How Do I Use the Location Contribution Report for Multivariate Tests?,Learn how to use the Location Contribution report for Adobe Target Experience Targeting activities that shows the performance of each element and each offer.,Reports,,,
./help/c-reports/analytics-for-target-a4t-reporting.md,How Do I Use Analytics for Target (A4T) Reporting?,Learn how to use Analytics for Target (A4T). The A4T integration gives you access to robust Adobe Analytics reports for your Adobe Target activities.,Analytics for Target (A4T),,,
./help/c-reports/conversion-rate.md,"How Do I View the Conversion Rate, Lift, and Confidence Level?","Learn how Adobe Target shows and calculates the conversion rate, lift, confidence (statistical significance), and confidence interval for each experience.",Reports,,,
./help/c-reports/downloading-data-in-csv-file.md,How Do I Download Report Data In A CSV File?,"Learn how to download data from Adobe Target activities in a CVS format for quick import into Excel, Access, or other data analysis programs.",Reports,,,
./help/c-reports/reporting-frequently-asked-questions.md,Where Can I Find Answers to Questions About Target Reporting?,Explore a list of frequently asked questions and answers about Adobe Target reporting.,Reports,,,
./help/c-recommendations/recommendations.md,What is Target Recommendations?,Learn about Recommendations activities in Adobe Target that automatically display content that might interest your customers based on previous user activity or other algorithms.,Recommendations,,,
./help/c-recommendations/introduction-to-recommendations.md,What Are Recommendations Activities?,Learn about Recommendations activities in Adobe Target that automatically display content that might interest your customers based on previous user activity or other algorithms.,Recommendations,,,
./help/c-recommendations/plan-implement.md,How Do I Implement Recommendations Activities?,Learn how to implement Recommendations activities in Adobe Target. Ensure that your implementation meets the necessary prerequisite requirements. ,Recommendations,,,
./help/c-recommendations/c-products/products.md,How Do I use Entities?,"Learn about entities in Adobe Target Recommendations. Entities refer to the items you want to recommend using Target, such as articles, movies, or products.",Recommendations,,,
./help/c-recommendations/c-products/entity-attributes.md,How Do I Use Entity Attributes?,Learn how to use entity attributes to pass product or content information to Adobe Target Recommendations.,Recommendations,,,
./help/c-recommendations/c-products/custom-entity-attributes.md,How Do I Use Custom Entity Attributes?,Learn how to use single- and multi-value custom entity attributes to define additional information about items in your Adobe Target Recommendations catalog.,Recommendations,,,
./help/c-recommendations/c-products/feeds.md,How Do I Use Feeds in Target Recommendations?,"Learn how feeds import entities into Adobe Target Recommendations using CSV files, the Google Product Search feed format, and Analytics product classifications.",Recommendations,,,
./help/c-recommendations/c-products/catalog-search.md,How Do I Use the Recommendations Catalog Search?,"Learn how to use the Recommendations Catalog Search to locate products or content, create collections or exclusions, remove items from your catalog, and more.",Recommendations,,,
./help/c-recommendations/c-products/collections.md,How Do I Use Collections in Recommendations Activities?,Learn how to use collections in Adobe Target Recommendations. A collection is a set of products or items that are eligible for a recommendation.,Recommendations,,,
./help/c-recommendations/c-products/exclusions.md,How Do I Use Exclusions in Recommendations Activities?,Learn how to create exclusions in Adobe Target Recommendations to prevent products or content from being recommended to visitors.,Recommendations,,,
./help/c-recommendations/c-algorithms/algorithms.md,How Do I Use Criteria in Target Recommendations?,Learn how to use criteria in Adobe Target Recommendations. Criteria are rules that determine which content to recommend based on a predetermined set of visitor behaviors.,Recommendations,,,
./help/c-recommendations/c-algorithms/create-new-algorithm.md,How Do I Create Criteria in Recommendations?,Learn how to create criteria that controls the content of your Adobe Recommendations activities to show the recommendations that are most appropriate for your activity.,Recommendations,,,
./help/c-recommendations/c-algorithms/create-criteria-sequence.md,How Do I Create Criteria Sequences in Recommendations?,Learn how to set sequences of up to five criteria to exercise greater control of the items that appear in your Adobe Target Recommendations activities.,Recommendations,,,
help/c-recommendations/c-algorithms/base-the-recommendation-on-a-recommendation-key.md,How Do I Base the Recommendation on a Recommendation Key?,Learn how to use recommendations based on keys that use visitor behavior context to show relevant results in Adobe Target Recommendations activities.,Recommendations,,,
./help/c-recommendations/c-algorithms/recommendations-csv.md,How Do I Upload Custom Criteria in Recommendations?,Learn how to upload a CSV file to customize your recommendations in Adobe Target Recommendations.,Recommendations,,,
./help/c-recommendations/c-algorithms/use-dynamic-and-static-inclusion-rules.md,How Do I Use Dynamic and Static Inclusion Rules in Recommendations?,Learn how to create inclusion rules in Adobe Target Recommendations for criteria and promotions. Add additional dynamic or static filtering rules to achieve better results.,Recommendations,,,
help/c-recommendations/c-algorithms/entity-attribute-matching.md,How Do I Filter by Entity Attribute Matching In Recommendations Activities?,Learn how to filter dynamically in Adobe Target Recommendations by comparing a pool of potential items to a specific item that the user has interacted with.,Recommendations,,,
help/c-recommendations/c-algorithms/profile-attribute-matching.md,How Do I Filter by Profile Attribute Matching In Recommendations Activities?,Learn how to filter dynamically in Adobe Target Recommendations by comparing items (entities) against a value in the user's profile.,Recommendations,,,
help/c-recommendations/c-algorithms/parameter-matching.md,How Do I Filter by Parameter Matching In Recommendations Activities?,Learn how to filter dynamically in Adobe Target Recommendations by comparing items (entities) against a value in the request (API or mbox).,Recommendations,,,
help/c-recommendations/c-algorithms/static-value.md,How Do I Filter By Static Values In Recommendations Activities?,Learn how to manually enter one or more static values to filter using inclusion rules in Adobe Target Recommendations.,Recommendations,,,
./help/c-recommendations/c-algorithms/backup-recs.md,How Do I Use a Backup Recommendation in Recommendations?,Learn how to use backup recommendations in Adobe Target Recommendations. Recommendation that do not have enough recommended items displays the results of the backup algorithm.,Recommendations,,,
help/c-recommendations/c-algorithms/work-with-multi-value-attributes.md,Can I Use Multi-Value Attributes in Recommendations?,"Learn how to work with a multi-value field in Adobe Target Recommendations using special multi-value operators, for example, when recommending movies with multiple actors.",Recommendations,,,
help/c-recommendations/c-algorithms/use-adobe-analytics-with-recommendations.md,How Do I Use Adobe Analytics with Target Recommendations?,Learn how to use Adobe Analytics as the behavioral data source to use the view-based and/or purchase-based behavioral data from Analytics in Target Recommendations.,Recommendations,,,
./help/c-recommendations/c-design-overview/design-overview.md,How Do I Use Designs in Recommendations?,"Learn how to use designs in Adobe Target Recommendations to define how recommendations appear on a page (1X4, 1X6, 2X2, and so forth).",Recommendations,,,
./help/c-recommendations/c-design-overview/create-design.md,How Do I Create a Design in Recommendations?,Learn how to create an Adobe Target Recommendations design using a default design or by creating a custom design to best fit the layout of your page.,Recommendations,,,
./help/c-recommendations/c-design-overview/template-faq.md,Where Can I Answers to Design Questions for Target Recommendations?,Review a list of frequently asked questions (FAQs) and their answers about Adobe Target Recommendations designs.,Recommendations,,,
./help/c-recommendations/c-design-overview/customizing-a-template.md,How Do I Customize a Design Using Velocity?,Learn how to use the open-source Velocity design language to customize recommendation designs in Adobe Target Recommendations.,Recommendations,,,
./help/c-recommendations/t-create-recs-activity/create-recs-activity.md,How Do I Create a Recommendations Activity?,Learn how to use the Adobe Target Visual Experience Composer (VEC) to create a Recommendations activity directly on a Target-enabled page.,Recommendations,,,
./help/c-recommendations/t-create-recs-activity/algo-select-recs.md,How Do I Select Criteria for A Recommendations Activity?,Learn how to select the criteria (rules that determine which products or content to recommend) to use in your Adobe Target Recommendations activity.,Recommendations,,,
./help/c-recommendations/t-create-recs-activity/adding-promotions.md,How Do I Add Promotions in Recommendations Designs?,Learn how to add promoted items and control their placement in your Adobe Target Recommendations designs. You can add static and dynamic promotions.,Recommendations,,,
./help/c-recommendations/t-create-recs-activity/recs-activity-settings.md,How Do I Configure Recommendations Activity Settings?,Learn how to configure the settings used to describe and control a Recommendations activity in Adobe Target.,Recommendations,,,
help/c-recommendations/t-create-recs-activity/previewing-and-launching-your-recommendations-activity.md,How Do I Preview and Launch a Recommendations Activity?,Learn how to preview your Adobe Target Recommendations activity to ensure results are available before launching the activity. ,Recommendations,,,
./help/c-recommendations/recommendations-as-an-offer.md,How Do I Use Recommendations as an Offer in Other Activity Types?,Learn how to use Adobe Recommendations as an offer in A/B Tests (including Auto-Allocate and Auto-Target) and Experience Targeting (XT) activities.,Recommendations,,,
./help/c-recommendations/c-recommendations-faq/recommendations-faq.md,Where Can I find Questions and Answers about Target Recommendations?,View a list of frequently asked questions and answers about Adobe Target Recommendations activities.,Recommendations,,,
./help/c-recommendations/c-recommendations-faq/integrating-recs-email.md,How Do I Integrate Recommendations with Email?,"Learn how to integrate email with Adobe Target Recommendations, including using the Target Delivery API, rawbox templates, and down-load only templates.",Recommendations,,,
./help/c-recommendations/c-recommendations-faq/ip-addresses-marketing-cloud.md,What IP Addresses Do Recommendations Feed-Processing Servers Use?,View a list of IP addresses used in Target Recommendations feed-processing servers to help you configure your firewall to allow IP addresses originating from Adobe servers.,Recommendations,,,
./help/c-recommendations/c-recommendations-faq/recommendations-classic-versus-recommendations-activities-target-premium.md,What is the Difference Between Recommendations Classic and Recommendations in Target Premium?,Review information to help you understand the differences between the legacy Recommendations Classic and Recommendations activities in Target Premium.,Recommendations,,,
help/c-recommendations/recommendations-classic-documentaton.md,Where Can I Find Documentation for Adobe Recommendations Classic?,Download a PDF of the legacy Adobe Recommendations Classic documentation.,Recommendations,,,
./help/r-troubleshooting-target/troubleshooting-target.md,How do I Troubleshoot Target?,"Review a list of topics to help you resolve issues in Adobe Target, including troubleshooting topics, frequently asked questions (FAQs), and other helpful topics.",Troubleshooting,,,
./help/r-troubleshooting-target/target-limits.md,"Review a list of character limits and other limits (offer size, audiences, profiles, values, parameters, etc.) that affect activities and other elements in Adobe Target.","View a list of character limits and other limits (offer size, audiences, profiles, values, parameters, etc.) that affect activities and other elements in Adobe Target.",Troubleshooting,,,
help/api/api-overview.md,Where Can I Find Target API and SDK Documentation?,"Find Adobe Target APIs, including the Admin, Delivery, Reporting, and Profile APIs.",APIs/SDKs,,,
./help/cmp-resources-and-contact-information.md,Where Can I Find Resources and Contact Information for Target?,Learn about additional resources to help you learn about Adobe Target features and how to contact Adobe should you need help with Target.,"Release Notes,Overview",,,